county,office,district,party,candidate,votes
Foster,Town Council TOWN OF FOSTER,,DEM,Cheryl A. Hawes,1037
Foster,Town Council TOWN OF FOSTER,,REP,Christie H. Stone,995
Foster,Town Council TOWN OF FOSTER,,DEM,Joseph D. Cardillo,945
Foster,Town Council TOWN OF FOSTER,,REP,Heidi Rogers,943
Foster,Town Council TOWN OF FOSTER,,DEM,Gail M. Lawson,926
Foster,Town Council TOWN OF FOSTER,,Ind,"Marvin J. Nadiger, Jr.",915
Foster,Town Council TOWN OF FOSTER,,DEM,Joseph D. Carey,900
Foster,Town Council TOWN OF FOSTER,,REP,Lisa M. Johnston,892
Foster,Town Council TOWN OF FOSTER,,REP,Robert A. Moreau,883
Foster,Town Council TOWN OF FOSTER,,NON,WRITE-IN,20
Foster,Non-Partisan School Committee TOWN OF FOSTER,,,Total,4462
Foster,Non-Partisan School Committee TOWN OF FOSTER,,NON,Shelley D. Pezza,1521
Foster,Non-Partisan School Committee TOWN OF FOSTER,,NON,Kathleen Tegan Swanson,1481
Foster,Non-Partisan School Committee TOWN OF FOSTER,,NON,Brendan Scott Mara,1412
Foster,Non-Partisan School Committee TOWN OF FOSTER,,NON,WRITE-IN,48
Foster,Town Sergeant TOWN OF FOSTER,,,Total,2030
Foster,Town Sergeant TOWN OF FOSTER,,DEM,Michael Coggeshall,1300
Foster,Town Sergeant TOWN OF FOSTER,,REP,Erasmo Torres,728
Foster,Town Sergeant TOWN OF FOSTER,,NON,WRITE-IN,2
Foster,Tax Board Of Review TOWN OF FOSTER,,,Total,2023
Foster,Tax Board Of Review TOWN OF FOSTER,,REP,Sandra Anne Sheldon,1013
Foster,Tax Board Of Review TOWN OF FOSTER,,DEM,Lynne Stender Rider,1009
Foster,Tax Board Of Review TOWN OF FOSTER,,NON,WRITE-IN,1
Foster,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,,Total,2068
Foster,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,NON,Approve,1232
Foster,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,NON,Reject,836
Foster,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,,Total,2061
Foster,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,NON,Reject,1143
Foster,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,NON,Approve,918
Foster,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,,Total,2069
Foster,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,NON,Approve,1382
Foster,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,NON,Reject,687
Glocester,Senator in Congress,,,Total,4324
Glocester,Senator in Congress,,REP,"Robert G. Flanders, Jr.",2345
Glocester,Senator in Congress,,DEM,Sheldon Whitehouse,1972
Glocester,Senator in Congress,,NON,WRITE-IN,7
Glocester,Representative in Congress District 2,,,Total,4285
Glocester,Representative in Congress District 2,,DEM,James R. Langevin,2200
Glocester,Representative in Congress District 2,,REP,Salvatore G. Caiozzo,2071
Glocester,Representative in Congress District 2,,NON,WRITE-IN,14
Glocester,Governor,,,Total,4327
Glocester,Governor,,REP,Allan W. Fung,2302
Glocester,Governor,,DEM,Gina M. Raimondo,1514
Glocester,Governor,,Ind,Joseph A. Trillo,221
Glocester,Governor,,MOD,William H. Gilbert,124
Glocester,Governor,,Ind,Luis Daniel Munoz,89
Glocester,Governor,,Com,Anne Armstrong,59
Glocester,Governor,,NON,WRITE-IN,18
Glocester,Lieutenant Governor,,,Total,4276
Glocester,Lieutenant Governor,,DEM,Daniel J. McKee,1590
Glocester,Lieutenant Governor,,REP,Paul E. Pence,1559
Glocester,Lieutenant Governor,,Ind,Ross K. McCurdy,962
Glocester,Lieutenant Governor,,Ind,Jonathan J. Riccitelli,80
Glocester,Lieutenant Governor,,MOD,Joel J. Hellmann,79
Glocester,Lieutenant Governor,,NON,WRITE-IN,6
Glocester,Secretary of State,,,Total,4223
Glocester,Secretary of State,,DEM,Nellie M. Gorbea,2211
Glocester,Secretary of State,,REP,Pat V. Cortellessa,2010
Glocester,Secretary of State,,NON,WRITE-IN,2
Glocester,Attorney General,,,Total,3824
Glocester,Attorney General,,DEM,Peter F. Neronha,2601
Glocester,Attorney General,,Com,Alan Gordon,1170
Glocester,Attorney General,,NON,WRITE-IN,53
Glocester,General Treasurer,,,Total,4227
Glocester,General Treasurer,,REP,Michael G. Riley,2176
Glocester,General Treasurer,,DEM,Seth Magaziner,2046
Glocester,General Treasurer,,NON,WRITE-IN,5
Glocester,Senator in General Assembly District 23,,,Total,4245
Glocester,Senator in General Assembly District 23,,REP,Jessica de la Cruz,2486
Glocester,Senator in General Assembly District 23,,DEM,Kevin D. Heitke,1756
Glocester,Senator in General Assembly District 23,,NON,WRITE-IN,3
Glocester,Representative in General Assembly District 40,,,Total,2931
Glocester,Representative in General Assembly District 40,,REP,Michael W. Chippendale,1771
Glocester,Representative in General Assembly District 40,,DEM,Lauren Niedel-Gresh,1158
Glocester,Representative in General Assembly District 40,,NON,WRITE-IN,2
Glocester,Representative in General Assembly District 47,,,Total,327
Glocester,Representative in General Assembly District 47,,REP,David J. Place,201
Glocester,Representative in General Assembly District 47,,DEM,Cale P. Keable,125
Glocester,Representative in General Assembly District 47,,NON,WRITE-IN,1
Glocester,Representative in General Assembly District 53,,,Total,969
Glocester,Representative in General Assembly District 53,,REP,Richard A. Poirier,508
Glocester,Representative in General Assembly District 53,,DEM,Bernard A. Hawkins,459
Glocester,Representative in General Assembly District 53,,NON,WRITE-IN,2
Glocester,Town Clerk TOWN OF GLOCESTER,,,Total,3711
Glocester,Town Clerk TOWN OF GLOCESTER,,REP,Jean M. Fecteau,3625
Glocester,Town Clerk TOWN OF GLOCESTER,,NON,WRITE-IN,86
Glocester,Non-Partisan School Committee TOWN OF GLOCESTER,,,Total,10377
Glocester,Non-Partisan School Committee TOWN OF GLOCESTER,,NON,Cynthia A. Joyce,2496
Glocester,Non-Partisan School Committee TOWN OF GLOCESTER,,NON,"Walter M. O. Steere, Jr.",2364
Glocester,Non-Partisan School Committee TOWN OF GLOCESTER,,NON,Melissa A. Worthy,2267
Glocester,Non-Partisan School Committee TOWN OF GLOCESTER,,NON,Mary Ann F. Carroll,2100
Glocester,Non-Partisan School Committee TOWN OF GLOCESTER,,NON,James P. Houghton,1105
Glocester,Non-Partisan School Committee TOWN OF GLOCESTER,,NON,WRITE-IN,45
Glocester,Town Council TOWN OF GLOCESTER,,,Total,18022
Glocester,Town Council TOWN OF GLOCESTER,,REP,"George O. Steere, Jr.",2280
Glocester,Town Council TOWN OF GLOCESTER,,REP,"Walter M. O. Steere, III",2236
Glocester,Town Council TOWN OF GLOCESTER,,REP,Julian P. Forgue,2099
Glocester,Town Council TOWN OF GLOCESTER,,REP,Patricia Jean Henry,2060
Glocester,Town Council TOWN OF GLOCESTER,,Ind,William E. Reichert,2020
Glocester,Town Council TOWN OF GLOCESTER,,REP,Michael L. DeGrange,1839
Glocester,Town Council TOWN OF GLOCESTER,,DEM,Linda A. Nichols,1830
Glocester,Town Council TOWN OF GLOCESTER,,Ind,Michelle N. Allen,1790
Glocester,Town Council TOWN OF GLOCESTER,,Ind,William A. Worthy,1788
Glocester,Town Council TOWN OF GLOCESTER,,NON,WRITE-IN,80
Glocester,Director Of Human Services TOWN OF GLOCESTER,,,Total,3626
Glocester,Director Of Human Services TOWN OF GLOCESTER,,REP,Judith A. Branch,3558
Glocester,Director Of Human Services TOWN OF GLOCESTER,,NON,WRITE-IN,68
Glocester,Town Sergeant TOWN OF GLOCESTER,,,Total,3621
Glocester,Town Sergeant TOWN OF GLOCESTER,,REP,Kevin P. Walsh,3549
Glocester,Town Sergeant TOWN OF GLOCESTER,,NON,WRITE-IN,72
Glocester,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,,Total,4112
Glocester,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,NON,Approve,2490
Glocester,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,NON,Reject,1622
Glocester,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,,Total,4083
Glocester,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,NON,Reject,2279
Glocester,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,NON,Approve,1804
Glocester,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,,Total,4106
Glocester,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,NON,Approve,2780
Glocester,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,NON,Reject,1326
Hopkinton,Senator in Congress,,,Total,3420
Hopkinton,Senator in Congress,,DEM,Sheldon Whitehouse,1779
Hopkinton,Senator in Congress,,REP,"Robert G. Flanders, Jr.",1631
Hopkinton,Senator in Congress,,NON,WRITE-IN,10
Hopkinton,Representative in Congress District 2,,,Total,3376
Hopkinton,Representative in Congress District 2,,DEM,James R. Langevin,1939
Hopkinton,Representative in Congress District 2,,REP,Salvatore G. Caiozzo,1432
Hopkinton,Representative in Congress District 2,,NON,WRITE-IN,5
Hopkinton,Governor,,,Total,3423
Hopkinton,Governor,,DEM,Gina M. Raimondo,1552
Hopkinton,Governor,,REP,Allan W. Fung,1434
Hopkinton,Governor,,Ind,Joseph A. Trillo,221
Hopkinton,Governor,,MOD,William H. Gilbert,116
Hopkinton,Governor,,Com,Anne Armstrong,46
Hopkinton,Governor,,Ind,Luis Daniel Munoz,44
Hopkinton,Governor,,NON,WRITE-IN,10
Hopkinton,Lieutenant Governor,,,Total,3327
Hopkinton,Lieutenant Governor,,DEM,Daniel J. McKee,1655
Hopkinton,Lieutenant Governor,,REP,Paul E. Pence,1339
Hopkinton,Lieutenant Governor,,Ind,Jonathan J. Riccitelli,126
Hopkinton,Lieutenant Governor,,MOD,Joel J. Hellmann,109
Hopkinton,Lieutenant Governor,,Ind,Ross K. McCurdy,92
Hopkinton,Lieutenant Governor,,NON,WRITE-IN,6
Hopkinton,Secretary of State,,,Total,3326
Hopkinton,Secretary of State,,DEM,Nellie M. Gorbea,1890
Hopkinton,Secretary of State,,REP,Pat V. Cortellessa,1433
Hopkinton,Secretary of State,,NON,WRITE-IN,3
Hopkinton,Attorney General,,,Total,3024
Hopkinton,Attorney General,,DEM,Peter F. Neronha,2109
Hopkinton,Attorney General,,Com,Alan Gordon,889
Hopkinton,Attorney General,,NON,WRITE-IN,26
Hopkinton,General Treasurer,,,Total,3325
Hopkinton,General Treasurer,,DEM,Seth Magaziner,1761
Hopkinton,General Treasurer,,REP,Michael G. Riley,1558
Hopkinton,General Treasurer,,NON,WRITE-IN,6
Hopkinton,Senator in General Assembly District 34,,,Total,3322
Hopkinton,Senator in General Assembly District 34,,REP,Elaine J. Morgan,1814
Hopkinton,Senator in General Assembly District 34,,DEM,Jennifer C. Douglas,1504
Hopkinton,Senator in General Assembly District 34,,NON,WRITE-IN,4
Hopkinton,Representative in General Assembly District 38,,,Total,2781
Hopkinton,Representative in General Assembly District 38,,DEM,Brian Patrick Kennedy,1546
Hopkinton,Representative in General Assembly District 38,,Ind,Michael James Geary,1229
Hopkinton,Representative in General Assembly District 38,,NON,WRITE-IN,6
Hopkinton,Representative in General Assembly District 39,,,Total,523
Hopkinton,Representative in General Assembly District 39,,DEM,William Degnan,263
Hopkinton,Representative in General Assembly District 39,,REP,Justin K. Price,260
Hopkinton,Representative in General Assembly District 39,,NON,WRITE-IN,0
Hopkinton,Town Clerk TOWN OF HOPKINTON,,,Total,2915
Hopkinton,Town Clerk TOWN OF HOPKINTON,,Ind,Elizabeth J. Cook-Martin,2895
Hopkinton,Town Clerk TOWN OF HOPKINTON,,NON,WRITE-IN,20
Hopkinton,Town Council TOWN OF HOPKINTON,,,Total,10261
Hopkinton,Town Council TOWN OF HOPKINTON,,DEM,Sharon A. Davis,2272
Hopkinton,Town Council TOWN OF HOPKINTON,,REP,Scott Bill Hirst,2098
Hopkinton,Town Council TOWN OF HOPKINTON,,Ind,Barbara Ann Capalbo,1871
Hopkinton,Town Council TOWN OF HOPKINTON,,Ind,Frank T. Landolfi,1730
Hopkinton,Town Council TOWN OF HOPKINTON,,DEM,Sylvia K. Thompson,1704
Hopkinton,Town Council TOWN OF HOPKINTON,,NON,WRITE-IN,586
Hopkinton,Chariho School Committee TOWN OF HOPKINTON,,,Total,4316
Hopkinton,Chariho School Committee TOWN OF HOPKINTON,,Ind,Sylvia K. Stanley,2151
Hopkinton,Chariho School Committee TOWN OF HOPKINTON,,REP,George M. Abbott,1838
Hopkinton,Chariho School Committee TOWN OF HOPKINTON,,NON,WRITE-IN,327
Hopkinton,Town Sergeant TOWN OF HOPKINTON,,,Total,2506
Hopkinton,Town Sergeant TOWN OF HOPKINTON,,REP,Matthew Michael Urbec,2425
Hopkinton,Town Sergeant TOWN OF HOPKINTON,,NON,WRITE-IN,81
Hopkinton,Director Of Public Welfare TOWN OF HOPKINTON,,,Total,2437
Hopkinton,Director Of Public Welfare TOWN OF HOPKINTON,,REP,Rhonda L. Herriott Urbec,2364
Hopkinton,Director Of Public Welfare TOWN OF HOPKINTON,,NON,WRITE-IN,73
Hopkinton,Town Moderator TOWN OF HOPKINTON,,,Total,211
Hopkinton,Town Moderator TOWN OF HOPKINTON,,NON,WRITE-IN,211
Hopkinton,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,,Total,3286
Hopkinton,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,NON,Approve,2117
Hopkinton,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,NON,Reject,1169
Hopkinton,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,,Total,3257
Hopkinton,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,NON,Reject,1711
Hopkinton,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,NON,Approve,1546
Hopkinton,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,,Total,3276
Hopkinton,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,NON,Approve,2317
Hopkinton,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,NON,Reject,959
Jamestown,Senator in Congress,,,Total,3265
Jamestown,Senator in Congress,,DEM,Sheldon Whitehouse,2173
Jamestown,Senator in Congress,,REP,"Robert G. Flanders, Jr.",1086
Jamestown,Senator in Congress,,NON,WRITE-IN,6
Jamestown,Representative in Congress District 1,,,Total,3226
Jamestown,Representative in Congress District 1,,DEM,David N. Cicilline,2131
Jamestown,Representative in Congress District 1,,REP,Patrick J. Donovan,1090
Jamestown,Representative in Congress District 1,,NON,WRITE-IN,5
Jamestown,Governor,,,Total,3234
Jamestown,Governor,,DEM,Gina M. Raimondo,1971
Jamestown,Governor,,REP,Allan W. Fung,972
Jamestown,Governor,,Ind,Joseph A. Trillo,133
Jamestown,Governor,,MOD,William H. Gilbert,88
Jamestown,Governor,,Ind,Luis Daniel Munoz,36
Jamestown,Governor,,Com,Anne Armstrong,25
Jamestown,Governor,,NON,WRITE-IN,9
Jamestown,Lieutenant Governor,,,Total,3124
Jamestown,Lieutenant Governor,,DEM,Daniel J. McKee,2032
Jamestown,Lieutenant Governor,,REP,Paul E. Pence,826
Jamestown,Lieutenant Governor,,MOD,Joel J. Hellmann,108
Jamestown,Lieutenant Governor,,Ind,Jonathan J. Riccitelli,66
Jamestown,Lieutenant Governor,,Ind,Ross K. McCurdy,65
Jamestown,Lieutenant Governor,,NON,WRITE-IN,27
Jamestown,Secretary of State,,,Total,3170
Jamestown,Secretary of State,,DEM,Nellie M. Gorbea,2252
Jamestown,Secretary of State,,REP,Pat V. Cortellessa,916
Jamestown,Secretary of State,,NON,WRITE-IN,2
Jamestown,Attorney General,,,Total,3070
Jamestown,Attorney General,,DEM,Peter F. Neronha,2770
Jamestown,Attorney General,,Com,Alan Gordon,273
Jamestown,Attorney General,,NON,WRITE-IN,27
Jamestown,General Treasurer,,,Total,3151
Jamestown,General Treasurer,,DEM,Seth Magaziner,2176
Jamestown,General Treasurer,,REP,Michael G. Riley,972
Jamestown,General Treasurer,,NON,WRITE-IN,3
Jamestown,Senator in General Assembly District 13,,,Total,3150
Jamestown,Senator in General Assembly District 13,,DEM,Dawn M. Euer,2130
Jamestown,Senator in General Assembly District 13,,REP,Matthew Paul Perry,1018
Jamestown,Senator in General Assembly District 13,,NON,WRITE-IN,2
Jamestown,Representative in General Assembly District 74,,,Total,3214
Jamestown,Representative in General Assembly District 74,,DEM,Deborah L. Ruggiero,1959
Jamestown,Representative in General Assembly District 74,,REP,Rebecca Schiff,1253
Jamestown,Representative in General Assembly District 74,,NON,WRITE-IN,2
Jamestown,Town Moderator TOWN OF JAMESTOWN,,,Total,2744
Jamestown,Town Moderator TOWN OF JAMESTOWN,,DEM,John A. Murphy,2671
Jamestown,Town Moderator TOWN OF JAMESTOWN,,NON,WRITE-IN,73
Jamestown,Town Council TOWN OF JAMESTOWN,,,Total,13695
Jamestown,Town Council TOWN OF JAMESTOWN,,DEM,Michael G. White,2001
Jamestown,Town Council TOWN OF JAMESTOWN,,DEM,Mary E. Meagher,1973
Jamestown,Town Council TOWN OF JAMESTOWN,,Ind,Nancy A. Beye,1700
Jamestown,Town Council TOWN OF JAMESTOWN,,DEM,Randall White,1690
Jamestown,Town Council TOWN OF JAMESTOWN,,REP,"William J. Piva, Jr.",1657
Jamestown,Town Council TOWN OF JAMESTOWN,,DEM,Cynthia Karen Long-Raterron,1577
Jamestown,Town Council TOWN OF JAMESTOWN,,DEM,Eugene B. Mihaly,1523
Jamestown,Town Council TOWN OF JAMESTOWN,,REP,Blake A. Dickinson,1497
Jamestown,Town Council TOWN OF JAMESTOWN,,NON,WRITE-IN,77
Jamestown,School Committee TOWN OF JAMESTOWN,,,Total,4493
Jamestown,School Committee TOWN OF JAMESTOWN,,DEM,Kristine A. Lapierre,2238
Jamestown,School Committee TOWN OF JAMESTOWN,,DEM,Keith J. Roberts,2178
Jamestown,School Committee TOWN OF JAMESTOWN,,NON,WRITE-IN,77
Jamestown,School Committee TOWN OF JAMESTOWN,,,Total,2449
Jamestown,School Committee TOWN OF JAMESTOWN,,DEM,Sheila M. Reilly,2406
Jamestown,School Committee TOWN OF JAMESTOWN,,NON,WRITE-IN,43
Jamestown,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,,Total,3181
Jamestown,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,NON,Approve,2488
Jamestown,"1. RHODE ISLAND SCHOOL BUILDINGS - $250,000,000",,NON,Reject,693
Jamestown,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,,Total,3149
Jamestown,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,NON,Approve,2090
Jamestown,"2. HIGHER EDUCATION FACILITIES - $70,000,000",,NON,Reject,1059
Jamestown,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,,Total,3167
Jamestown,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,NON,Approve,2537
Jamestown,"3. GREEN ECONOMY AND CLEAN WATER - $47,300,000",,NON,Reject,630
Jamestown,"4. NEW CONSTRUCTION, DEMOLITION, RENOVATIONS AND/OR",,,Total,3197
Jamestown,"4. NEW CONSTRUCTION, DEMOLITION, RENOVATIONS AND/OR",,NON,Approve,1671
Jamestown,"4. NEW CONSTRUCTION, DEMOLITION, RENOVATIONS AND/OR",,NON,Reject,1526
Jamestown,"5. LIBRARY RENOVATIONS, REPAIRS AND/OR EXPANSION AND",,,Total,3208
Jamestown,"5. LIBRARY RENOVATIONS, REPAIRS AND/OR EXPANSION AND",,NON,Approve,2284
Jamestown,"5. LIBRARY RENOVATIONS, REPAIRS AND/OR EXPANSION AND",,NON,Reject,924
Jamestown,"6. REPLACEMENTS, RENOVATIONS AND IMPROVEMENTS AND",,,Total,3217
Jamestown,"6. REPLACEMENTS, RENOVATIONS AND IMPROVEMENTS AND",,NON,Approve,2565
Jamestown,"6. REPLACEMENTS, RENOVATIONS AND IMPROVEMENTS AND",,NON,Reject,652
Johnston,Senator in Congress,,,Total,10804
Johnston,Senator in Congress,,REP,"Robert G. Flanders, Jr.",5427
Johnston,Senator in Congress,,DEM,Sheldon Whitehouse,5359
Johnston,Senator in Congress,,NON,WRITE-IN,18
Johnston,Representative in Congress District 2,,,Total,10660
Johnston,Representative in Congress District 2,,DEM,James R. Langevin,6010
Johnston,Representative in Congress District 2,,REP,Salvatore G. Caiozzo,4633
Johnston,Representative in Congress District 2,,NON,WRITE-IN,17
Johnston,Governor,,,Total,10804
Johnston,Governor,,REP,Allan W. Fung,5571
Johnston,Governor,,DEM,Gina M. Raimondo,4205
